"","pathogens","Quant","Sample","type"
"7745","C hominis",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7746","Cryptosporidium spp.",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7747","C parvum",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7748","Stongyloides stercoralis",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7749","E. histolytica",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7750","ETEC-ST",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7751","Adenovirus 40/41",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7752","Giardia duodenalis",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7753","E. coli/ Shigella",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7754","Ascaris",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7755","ETEC-LT",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7756","Necator americanus",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7757","Norovirus GI",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7758","Norovirus GII",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7759","Rotavirus A",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7760","Shigella flexneri 6",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7761","EHEC 0157H7",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7762","STEC",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7763","Salmonella typhi",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7764","Clostridium difficile",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7765","Vibrio cholerae",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7766","Trichuris",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7767","Salmonella enterica",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7768","Total E. coli",61981.133427215,"SHEEPF_TS_151_R3","SHEEPF"
"7769","Helicobacter pylori",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7770","EIEC",NA,"SHEEPF_TS_151_R3","SHEEPF"
"7771","Enterovirus",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7772","EAEC",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7773","Ancyclostoma duodenale",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7774","Aeromonas",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7775","EPEC",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7776","Bacteroides fragilis",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7777","Campylobacter coli/jejuni",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7778","Astrovirus",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7779","Cyclospora cayetanesis",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7780","C hominis",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7781","Cryptosporidium spp.",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7782","C parvum",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7783","Stongyloides stercoralis",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7784","E. histolytica",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7785","ETEC-ST",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7786","Adenovirus 40/41",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7787","Giardia duodenalis",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7788","E. coli/ Shigella",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7789","Ascaris",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7790","ETEC-LT",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7791","Necator americanus",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7792","Norovirus GI",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7793","Norovirus GII",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7794","Rotavirus A",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7795","Shigella flexneri 6",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7796","EHEC 0157H7",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7797","STEC",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7798","Salmonella typhi",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7799","Clostridium difficile",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7800","Vibrio cholerae",7121.77334811516,"CHFOOD_TS_112_MN","CHFOOD"
"7801","Trichuris",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7802","Salmonella enterica",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7803","Total E. coli",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7804","Helicobacter pylori",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7805","EIEC",NA,"CHFOOD_TS_112_MN","CHFOOD"
"7806","Enterovirus",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7807","EAEC",208.516928272678,"CHCKNF_SN_052_R2","CHCKNF"
"7808","Ancyclostoma duodenale",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7809","Aeromonas",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7810","EPEC",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7811","Bacteroides fragilis",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7812","Campylobacter coli/jejuni",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7813","Astrovirus",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7814","Cyclospora cayetanesis",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7815","C hominis",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7816","Cryptosporidium spp.",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7817","C parvum",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7818","Stongyloides stercoralis",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7819","E. histolytica",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7820","ETEC-ST",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7821","Adenovirus 40/41",589.484053935415,"CHCKNF_SN_052_R2","CHCKNF"
"7822","Giardia duodenalis",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7823","E. coli/ Shigella",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7824","Ascaris",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7825","ETEC-LT",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7826","Necator americanus",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7827","Norovirus GI",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7828","Norovirus GII",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7829","Rotavirus A",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7830","Shigella flexneri 6",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7831","EHEC 0157H7",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7832","STEC",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7833","Salmonella typhi",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7834","Clostridium difficile",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7835","Vibrio cholerae",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7836","Trichuris",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7837","Salmonella enterica",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7838","Total E. coli",16124.345922672,"CHCKNF_SN_052_R2","CHCKNF"
"7839","Helicobacter pylori",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7840","EIEC",NA,"CHCKNF_SN_052_R2","CHCKNF"
"7841","Enterovirus",NA,"GOATSF_SN_049_R2","GOATSF"
"7842","EAEC",NA,"GOATSF_SN_049_R2","GOATSF"
"7843","Ancyclostoma duodenale",NA,"GOATSF_SN_049_R2","GOATSF"
"7844","Aeromonas",NA,"GOATSF_SN_049_R2","GOATSF"
"7845","EPEC",NA,"GOATSF_SN_049_R2","GOATSF"
"7846","Bacteroides fragilis",NA,"GOATSF_SN_049_R2","GOATSF"
"7847","Campylobacter coli/jejuni",2076.33145580272,"GOATSF_SN_049_R2","GOATSF"
"7848","Astrovirus",NA,"GOATSF_SN_049_R2","GOATSF"
"7849","Cyclospora cayetanesis",NA,"GOATSF_SN_049_R2","GOATSF"
"7850","C hominis",NA,"GOATSF_SN_049_R2","GOATSF"
"7851","Cryptosporidium spp.",NA,"GOATSF_SN_049_R2","GOATSF"
"7852","C parvum",NA,"GOATSF_SN_049_R2","GOATSF"
"7853","Stongyloides stercoralis",NA,"GOATSF_SN_049_R2","GOATSF"
"7854","E. histolytica",NA,"GOATSF_SN_049_R2","GOATSF"
"7855","ETEC-ST",NA,"GOATSF_SN_049_R2","GOATSF"
"7856","Adenovirus 40/41",NA,"GOATSF_SN_049_R2","GOATSF"
"7857","Giardia duodenalis",1375.25452873236,"GOATSF_SN_049_R2","GOATSF"
"7858","E. coli/ Shigella",NA,"GOATSF_SN_049_R2","GOATSF"
"7859","Ascaris",NA,"GOATSF_SN_049_R2","GOATSF"
"7860","ETEC-LT",NA,"GOATSF_SN_049_R2","GOATSF"
"7861","Necator americanus",NA,"GOATSF_SN_049_R2","GOATSF"
"7862","Norovirus GI",NA,"GOATSF_SN_049_R2","GOATSF"
"7863","Norovirus GII",NA,"GOATSF_SN_049_R2","GOATSF"
"7864","Rotavirus A",NA,"GOATSF_SN_049_R2","GOATSF"
"7865","Shigella flexneri 6",NA,"GOATSF_SN_049_R2","GOATSF"
"7866","EHEC 0157H7",NA,"GOATSF_SN_049_R2","GOATSF"
"7867","STEC",NA,"GOATSF_SN_049_R2","GOATSF"
"7868","Salmonella typhi",NA,"GOATSF_SN_049_R2","GOATSF"
"7869","Clostridium difficile",NA,"GOATSF_SN_049_R2","GOATSF"
"7870","Vibrio cholerae",NA,"GOATSF_SN_049_R2","GOATSF"
"7871","Trichuris",NA,"GOATSF_SN_049_R2","GOATSF"
"7872","Salmonella enterica",NA,"GOATSF_SN_049_R2","GOATSF"
"7873","Total E. coli",3661.12205819628,"GOATSF_SN_049_R2","GOATSF"
"7874","Helicobacter pylori",NA,"GOATSF_SN_049_R2","GOATSF"
"7875","EIEC",NA,"GOATSF_SN_049_R2","GOATSF"
"7876","Enterovirus",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7877","EAEC",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7878","Ancyclostoma duodenale",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7879","Aeromonas",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7880","EPEC",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7881","Bacteroides fragilis",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7882","Campylobacter coli/jejuni",2498.52948186123,"SHEEPF_SN_049_R2","SHEEPF"
"7883","Astrovirus",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7884","Cyclospora cayetanesis",211.757621981498,"SHEEPF_SN_049_R2","SHEEPF"
"7885","C hominis",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7886","Cryptosporidium spp.",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7887","C parvum",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7888","Stongyloides stercoralis",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7889","E. histolytica",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7890","ETEC-ST",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7891","Adenovirus 40/41",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7892","Giardia duodenalis",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7893","E. coli/ Shigella",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7894","Ascaris",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7895","ETEC-LT",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7896","Necator americanus",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7897","Norovirus GI",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7898","Norovirus GII",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7899","Rotavirus A",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7900","Shigella flexneri 6",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7901","EHEC 0157H7",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7902","STEC",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7903","Salmonella typhi",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7904","Clostridium difficile",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7905","Vibrio cholerae",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7906","Trichuris",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7907","Salmonella enterica",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7908","Total E. coli",2455.96905567006,"SHEEPF_SN_049_R2","SHEEPF"
"7909","Helicobacter pylori",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7910","EIEC",NA,"SHEEPF_SN_049_R2","SHEEPF"
"7911","Enterovirus",NA,"GOATSF_TS_149_R3","GOATSF"
"7912","EAEC",1384.14260698664,"GOATSF_TS_149_R3","GOATSF"
"7913","Ancyclostoma duodenale",NA,"GOATSF_TS_149_R3","GOATSF"
"7914","Aeromonas",NA,"GOATSF_TS_149_R3","GOATSF"
"7915","EPEC",NA,"GOATSF_TS_149_R3","GOATSF"
"7916","Bacteroides fragilis",NA,"GOATSF_TS_149_R3","GOATSF"
"7917","Campylobacter coli/jejuni",9496.17638060117,"GOATSF_TS_149_R3","GOATSF"
"7918","Astrovirus",NA,"GOATSF_TS_149_R3","GOATSF"
"7919","Cyclospora cayetanesis",NA,"GOATSF_TS_149_R3","GOATSF"
"7920","C hominis",NA,"GOATSF_TS_149_R3","GOATSF"
"7921","Cryptosporidium spp.",NA,"GOATSF_TS_149_R3","GOATSF"
"7922","C parvum",NA,"GOATSF_TS_149_R3","GOATSF"
"7923","Stongyloides stercoralis",NA,"GOATSF_TS_149_R3","GOATSF"
"7924","E. histolytica",NA,"GOATSF_TS_149_R3","GOATSF"
"7925","ETEC-ST",NA,"GOATSF_TS_149_R3","GOATSF"
"7926","Adenovirus 40/41",NA,"GOATSF_TS_149_R3","GOATSF"
"7927","Giardia duodenalis",NA,"GOATSF_TS_149_R3","GOATSF"
"7928","E. coli/ Shigella",NA,"GOATSF_TS_149_R3","GOATSF"
"7929","Ascaris",NA,"GOATSF_TS_149_R3","GOATSF"
"7930","ETEC-LT",NA,"GOATSF_TS_149_R3","GOATSF"
"7931","Necator americanus",NA,"GOATSF_TS_149_R3","GOATSF"
"7932","Norovirus GI",NA,"GOATSF_TS_149_R3","GOATSF"
"7933","Norovirus GII",NA,"GOATSF_TS_149_R3","GOATSF"
"7934","Rotavirus A",NA,"GOATSF_TS_149_R3","GOATSF"
"7935","Shigella flexneri 6",NA,"GOATSF_TS_149_R3","GOATSF"
"7936","EHEC 0157H7",NA,"GOATSF_TS_149_R3","GOATSF"
"7937","STEC",NA,"GOATSF_TS_149_R3","GOATSF"
"7938","Salmonella typhi",NA,"GOATSF_TS_149_R3","GOATSF"
"7939","Clostridium difficile",NA,"GOATSF_TS_149_R3","GOATSF"
"7940","Vibrio cholerae",NA,"GOATSF_TS_149_R3","GOATSF"
"7941","Trichuris",NA,"GOATSF_TS_149_R3","GOATSF"
"7942","Salmonella enterica",NA,"GOATSF_TS_149_R3","GOATSF"
"7943","Total E. coli",108459.38470761,"GOATSF_TS_149_R3","GOATSF"
"7944","Helicobacter pylori",NA,"GOATSF_TS_149_R3","GOATSF"
"7945","EIEC",NA,"GOATSF_TS_149_R3","GOATSF"
"7946","Enterovirus",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7947","EAEC",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7948","Ancyclostoma duodenale",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7949","Aeromonas",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7950","EPEC",325.651641255932,"SHEEPF_TS_154_R3","SHEEPF"
"7951","Bacteroides fragilis",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7952","Campylobacter coli/jejuni",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7953","Astrovirus",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7954","Cyclospora cayetanesis",552.661015981912,"SHEEPF_TS_154_R3","SHEEPF"
"7955","C hominis",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7956","Cryptosporidium spp.",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7957","C parvum",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7958","Stongyloides stercoralis",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7959","E. histolytica",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7960","ETEC-ST",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7961","Adenovirus 40/41",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7962","Giardia duodenalis",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7963","E. coli/ Shigella",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7964","Ascaris",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7965","ETEC-LT",5377.0362763606,"SHEEPF_TS_154_R3","SHEEPF"
"7966","Necator americanus",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7967","Norovirus GI",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7968","Norovirus GII",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7969","Rotavirus A",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7970","Shigella flexneri 6",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7971","EHEC 0157H7",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7972","STEC",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7973","Salmonella typhi",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7974","Clostridium difficile",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7975","Vibrio cholerae",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7976","Trichuris",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7977","Salmonella enterica",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7978","Total E. coli",145227.373983713,"SHEEPF_TS_154_R3","SHEEPF"
"7979","Helicobacter pylori",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7980","EIEC",NA,"SHEEPF_TS_154_R3","SHEEPF"
"7981","Enterovirus",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7982","EAEC",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7983","Ancyclostoma duodenale",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7984","Aeromonas",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7985","EPEC",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7986","Bacteroides fragilis",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7987","Campylobacter coli/jejuni",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7988","Astrovirus",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7989","Cyclospora cayetanesis",1469.60615696532,"SHEEPF_SN_034_R4","SHEEPF"
"7990","C hominis",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7991","Cryptosporidium spp.",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7992","C parvum",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7993","Stongyloides stercoralis",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7994","E. histolytica",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7995","ETEC-ST",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7996","Adenovirus 40/41",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7997","Giardia duodenalis",26261.7164362264,"SHEEPF_SN_034_R4","SHEEPF"
"7998","E. coli/ Shigella",NA,"SHEEPF_SN_034_R4","SHEEPF"
"7999","Ascaris",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8000","ETEC-LT",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8001","Necator americanus",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8002","Norovirus GI",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8003","Norovirus GII",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8004","Rotavirus A",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8005","Shigella flexneri 6",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8006","EHEC 0157H7",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8007","STEC",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8008","Salmonella typhi",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8009","Clostridium difficile",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8010","Vibrio cholerae",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8011","Trichuris",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8012","Salmonella enterica",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8013","Total E. coli",246895.126530839,"SHEEPF_SN_034_R4","SHEEPF"
"8014","Helicobacter pylori",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8015","EIEC",NA,"SHEEPF_SN_034_R4","SHEEPF"
"8016","Enterovirus",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8017","EAEC",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8018","Ancyclostoma duodenale",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8019","Aeromonas",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8020","EPEC",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8021","Bacteroides fragilis",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8022","Campylobacter coli/jejuni",1391.72005550066,"CHCKNF_SN_034_R4","CHCKNF"
"8023","Astrovirus",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8024","Cyclospora cayetanesis",394.734778931719,"CHCKNF_SN_034_R4","CHCKNF"
"8025","C hominis",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8026","Cryptosporidium spp.",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8027","C parvum",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8028","Stongyloides stercoralis",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8029","E. histolytica",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8030","ETEC-ST",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8031","Adenovirus 40/41",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8032","Giardia duodenalis",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8033","E. coli/ Shigella",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8034","Ascaris",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8035","ETEC-LT",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8036","Necator americanus",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8037","Norovirus GI",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8038","Norovirus GII",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8039","Rotavirus A",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8040","Shigella flexneri 6",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8041","EHEC 0157H7",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8042","STEC",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8043","Salmonella typhi",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8044","Clostridium difficile",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8045","Vibrio cholerae",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8046","Trichuris",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8047","Salmonella enterica",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8048","Total E. coli",236007.80893265,"CHCKNF_SN_034_R4","CHCKNF"
"8049","Helicobacter pylori",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8050","EIEC",NA,"CHCKNF_SN_034_R4","CHCKNF"
"8051","Enterovirus",NA,"CATTLE_SN_052_R2","CATTLE"
"8052","EAEC",NA,"CATTLE_SN_052_R2","CATTLE"
"8053","Ancyclostoma duodenale",NA,"CATTLE_SN_052_R2","CATTLE"
"8054","Aeromonas",NA,"CATTLE_SN_052_R2","CATTLE"
"8055","EPEC",NA,"CATTLE_SN_052_R2","CATTLE"
"8056","Bacteroides fragilis",NA,"CATTLE_SN_052_R2","CATTLE"
"8057","Campylobacter coli/jejuni",NA,"CATTLE_SN_052_R2","CATTLE"
"8058","Astrovirus",NA,"CATTLE_SN_052_R2","CATTLE"
"8059","Cyclospora cayetanesis",5075.87043415318,"CATTLE_SN_052_R2","CATTLE"
"8060","C hominis",NA,"CATTLE_SN_052_R2","CATTLE"
"8061","Cryptosporidium spp.",NA,"CATTLE_SN_052_R2","CATTLE"
"8062","C parvum",NA,"CATTLE_SN_052_R2","CATTLE"
"8063","Stongyloides stercoralis",NA,"CATTLE_SN_052_R2","CATTLE"
"8064","E. histolytica",NA,"CATTLE_SN_052_R2","CATTLE"
"8065","ETEC-ST",NA,"CATTLE_SN_052_R2","CATTLE"
"8066","Adenovirus 40/41",NA,"CATTLE_SN_052_R2","CATTLE"
"8067","Giardia duodenalis",NA,"CATTLE_SN_052_R2","CATTLE"
"8068","E. coli/ Shigella",NA,"CATTLE_SN_052_R2","CATTLE"
"8069","Ascaris",NA,"CATTLE_SN_052_R2","CATTLE"
"8070","ETEC-LT",NA,"CATTLE_SN_052_R2","CATTLE"
"8071","Necator americanus",NA,"CATTLE_SN_052_R2","CATTLE"
"8072","Norovirus GI",NA,"CATTLE_SN_052_R2","CATTLE"
"8073","Norovirus GII",NA,"CATTLE_SN_052_R2","CATTLE"
"8074","Rotavirus A",NA,"CATTLE_SN_052_R2","CATTLE"
"8075","Shigella flexneri 6",NA,"CATTLE_SN_052_R2","CATTLE"
"8076","EHEC 0157H7",NA,"CATTLE_SN_052_R2","CATTLE"
"8077","STEC",NA,"CATTLE_SN_052_R2","CATTLE"
"8078","Salmonella typhi",NA,"CATTLE_SN_052_R2","CATTLE"
"8079","Clostridium difficile",NA,"CATTLE_SN_052_R2","CATTLE"
"8080","Vibrio cholerae",NA,"CATTLE_SN_052_R2","CATTLE"
"8081","Trichuris",NA,"CATTLE_SN_052_R2","CATTLE"
"8082","Salmonella enterica",NA,"CATTLE_SN_052_R2","CATTLE"
"8083","Total E. coli",89798.2208355293,"CATTLE_SN_052_R2","CATTLE"
"8084","Helicobacter pylori",NA,"CATTLE_SN_052_R2","CATTLE"
"8085","EIEC",NA,"CATTLE_SN_052_R2","CATTLE"
"8086","Enterovirus",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8087","EAEC",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8088","Ancyclostoma duodenale",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8089","Aeromonas",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8090","EPEC",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8091","Bacteroides fragilis",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8092","Campylobacter coli/jejuni",139.432508411841,"DOGSFS_SN_049_R3","DOGSFS"
"8093","Astrovirus",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8094","Cyclospora cayetanesis",3637.81530280633,"DOGSFS_SN_049_R3","DOGSFS"
"8095","C hominis",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8096","Cryptosporidium spp.",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8097","C parvum",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8098","Stongyloides stercoralis",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8099","E. histolytica",NA,"DOGSFS_SN_049_R3","DOGSFS"
"8100","ETEC-ST",NA,"DOGSFS_SN_049_R3","DOGSFS"
