"","pathogens","PosNeg","Sample","Cardno","type"
"1557","EAEC","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1558","Ancyclostoma duodenale","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1559","Aeromonas","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1560","Bacterial 16S","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1561","EPEC","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1562","Bacteroides fragilis","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1563","Campylobacter coli/jejuni","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1564","Astrovirus","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1565","Cyclospora cayetanesis","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1566","C hominis","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1567","Cryptosporidium spp.","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1568","C parvum","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1569","Stongyloides stercoralis","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1570","E. histolytica","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1571","ETEC-ST","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1572","Adenovirus 40/41","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1573","Giardia duodenalis","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1574","E. coli/ Shigella","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1575","Ascaris","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1576","ETEC-LT","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1577","Necator americanus","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1578","Norovirus GI","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1579","Norovirus GII","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1580","Rotavirus A","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1581","Shigella flexneri 6","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1582","Crassphage","Positive","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1583","EHEC 0157H7","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1584","STEC","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1585","Salmonella typhi","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1586","Clostridium difficile","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1587","Vibrio cholerae","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1588","Trichuris","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1589","Salmonella enterica","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1590","Helicobacter pylori","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1591","EIEC","Negative","HHSOIL_TS_151_R1","card3_20221117","HHSOIL"
"1592","Total 18S","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1593","Enterovirus","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1594","EAEC","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1595","Ancyclostoma duodenale","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1596","Aeromonas","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1597","Bacterial 16S","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1598","EPEC","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1599","Bacteroides fragilis","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1600","Campylobacter coli/jejuni","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1601","Astrovirus","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1602","Cyclospora cayetanesis","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1603","C hominis","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1604","Cryptosporidium spp.","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1605","C parvum","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1606","Stongyloides stercoralis","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1607","E. histolytica","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1608","ETEC-ST","Positive","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1609","Adenovirus 40/41","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1610","Giardia duodenalis","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1611","E. coli/ Shigella","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1612","Ascaris","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1613","ETEC-LT","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1614","Necator americanus","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1615","Norovirus GI","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1616","Norovirus GII","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1617","Rotavirus A","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1618","Shigella flexneri 6","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1619","Crassphage","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1620","EHEC 0157H7","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1621","STEC","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1622","Salmonella typhi","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1623","Clostridium difficile","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1624","Vibrio cholerae","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1625","Trichuris","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1626","Salmonella enterica","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1627","Helicobacter pylori","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1628","EIEC","Negative","HHSOIL_TS_141_R1","card3_20221117","HHSOIL"
"1629","Total 18S","Positive","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1630","Enterovirus","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1631","EAEC","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1632","Ancyclostoma duodenale","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1633","Aeromonas","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1634","Bacterial 16S","Positive","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1635","EPEC","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1636","Bacteroides fragilis","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1637","Campylobacter coli/jejuni","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1638","Astrovirus","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1639","Cyclospora cayetanesis","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1640","C hominis","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1641","Cryptosporidium spp.","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1642","C parvum","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1643","Stongyloides stercoralis","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1644","E. histolytica","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1645","ETEC-ST","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1646","Adenovirus 40/41","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1647","Giardia duodenalis","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1648","E. coli/ Shigella","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1649","Ascaris","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1650","ETEC-LT","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1651","Necator americanus","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1652","Norovirus GI","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1653","Norovirus GII","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1654","Rotavirus A","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1655","Shigella flexneri 6","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1656","Crassphage","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1657","EHEC 0157H7","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1658","STEC","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1659","Salmonella typhi","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1660","Clostridium difficile","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1661","Vibrio cholerae","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1662","Trichuris","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1663","Salmonella enterica","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1664","Helicobacter pylori","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1665","EIEC","Negative","CHCKNF_SN_052_R4","card4_20221116","CHCKNF"
"1666","Total 18S","Positive","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1667","Enterovirus","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1668","EAEC","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1669","Ancyclostoma duodenale","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1670","Aeromonas","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1671","Bacterial 16S","Positive","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1672","EPEC","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1673","Bacteroides fragilis","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1674","Campylobacter coli/jejuni","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1675","Astrovirus","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1676","Cyclospora cayetanesis","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1677","C hominis","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1678","Cryptosporidium spp.","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1679","C parvum","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1680","Stongyloides stercoralis","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1681","E. histolytica","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1682","ETEC-ST","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1683","Adenovirus 40/41","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1684","Giardia duodenalis","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1685","E. coli/ Shigella","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1686","Ascaris","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1687","ETEC-LT","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1688","Necator americanus","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1689","Norovirus GI","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1690","Norovirus GII","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1691","Rotavirus A","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1692","Shigella flexneri 6","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1693","Crassphage","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1694","EHEC 0157H7","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1695","STEC","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1696","Salmonella typhi","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1697","Clostridium difficile","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1698","Vibrio cholerae","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1699","Trichuris","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1700","Salmonella enterica","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1701","Helicobacter pylori","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1702","EIEC","Negative","SHEEPF_SN_052_R4","card4_20221116","SHEEPF"
"1703","Total 18S","Positive","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1704","Enterovirus","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1705","EAEC","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1706","Ancyclostoma duodenale","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1707","Aeromonas","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1708","Bacterial 16S","Positive","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1709","EPEC","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1710","Bacteroides fragilis","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1711","Campylobacter coli/jejuni","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1712","Astrovirus","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1713","Cyclospora cayetanesis","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1714","C hominis","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1715","Cryptosporidium spp.","Positive","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1716","C parvum","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1717","Stongyloides stercoralis","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1718","E. histolytica","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1719","ETEC-ST","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1720","Adenovirus 40/41","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1721","Giardia duodenalis","Positive","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1722","E. coli/ Shigella","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1723","Ascaris","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1724","ETEC-LT","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1725","Necator americanus","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1726","Norovirus GI","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1727","Norovirus GII","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1728","Rotavirus A","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1729","Shigella flexneri 6","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1730","Crassphage","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1731","EHEC 0157H7","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1732","STEC","Positive","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1733","Salmonella typhi","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1734","Clostridium difficile","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1735","Vibrio cholerae","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1736","Trichuris","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1737","Salmonella enterica","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1738","Helicobacter pylori","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1739","EIEC","Negative","GOATSF_SN_052_R4","card4_20221116","GOATSF"
"1740","Total 18S","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1741","Enterovirus","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1742","EAEC","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1743","Ancyclostoma duodenale","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1744","Aeromonas","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1745","Bacterial 16S","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1746","EPEC","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1747","Bacteroides fragilis","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1748","Campylobacter coli/jejuni","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1749","Astrovirus","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1750","Cyclospora cayetanesis","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1751","C hominis","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1752","Cryptosporidium spp.","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1753","C parvum","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1754","Stongyloides stercoralis","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1755","E. histolytica","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1756","ETEC-ST","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1757","Adenovirus 40/41","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1758","Giardia duodenalis","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1759","E. coli/ Shigella","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1760","Ascaris","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1761","ETEC-LT","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1762","Necator americanus","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1763","Norovirus GI","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1764","Norovirus GII","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1765","Rotavirus A","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1766","Shigella flexneri 6","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1767","Crassphage","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1768","EHEC 0157H7","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1769","STEC","Positive","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1770","Salmonella typhi","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1771","Clostridium difficile","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1772","Vibrio cholerae","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1773","Trichuris","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1774","Salmonella enterica","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1775","Helicobacter pylori","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1776","EIEC","Negative","DOGSFS_SN_048_R4","card4_20221116","DOGSFS"
"1777","Total 18S","Positive","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1778","Enterovirus","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1779","EAEC","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1780","Ancyclostoma duodenale","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1781","Aeromonas","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1782","Bacterial 16S","Positive","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1783","EPEC","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1784","Bacteroides fragilis","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1785","Campylobacter coli/jejuni","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1786","Astrovirus","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1787","Cyclospora cayetanesis","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1788","C hominis","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1789","Cryptosporidium spp.","Positive","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1790","C parvum","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1791","Stongyloides stercoralis","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1792","E. histolytica","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1793","ETEC-ST","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1794","Adenovirus 40/41","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1795","Giardia duodenalis","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1796","E. coli/ Shigella","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1797","Ascaris","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1798","ETEC-LT","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1799","Necator americanus","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1800","Norovirus GI","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1801","Norovirus GII","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1802","Rotavirus A","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1803","Shigella flexneri 6","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1804","Crassphage","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1805","EHEC 0157H7","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1806","STEC","Positive","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1807","Salmonella typhi","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1808","Clostridium difficile","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1809","Vibrio cholerae","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1810","Trichuris","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1811","Salmonella enterica","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1812","Helicobacter pylori","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1813","EIEC","Negative","SHEEPF_SN_050_R3","card4_20221116","SHEEPF"
"1814","Total 18S","Positive","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1815","Enterovirus","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1816","EAEC","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1817","Ancyclostoma duodenale","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1818","Aeromonas","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1819","Bacterial 16S","Positive","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1820","EPEC","Positive","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1821","Bacteroides fragilis","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
"1822","Campylobacter coli/jejuni","Negative","SHEEPF_SN_034_R3","card4_20221116","SHEEPF"
